text,label
yapp setuju sekali dengan syahdan. saya juga berterima kasih kepada teman-teman kelompk pengenlulusalin karena telah berdiskusi sehingga membantu saya dalam mulai mempelajari materi ruang vektor umum (rvu) ini. terima kasih dan tidak lama lagi kita akan segera bertemu di kelas sinkronus. semoga semuanya sehat ya,C0
"betul sekali syahdan, saya sangat setuju dengan recap yang telah diberikan oleh syahdan. sekali lagi, saya ingin mengucapkan terima kasih pada teman-teman semuanya karena sudah berpartisipasi dalam forum utama ini sehingga saya khususnya, dan kita semua dapat memahami ruang vektor umum secara lebih mendalam. dengan begitu, kita akan selangkah lebih dekat dengan nama kelompok kita hehehe :d.",C0
"saya sempat bertanya-tanya, kita telah membuktikan bahwa p6 adalah ruang vektor. lalu, vektor pada dimensi berapakah dia? ",C1
"dugaan saya saat ini, dia adalah ruang vektor dimensi 7. saya mendapat gagasan ini setelah membandingkan bahwa misal kita punya p1 yang merupakan himpunan semua polynomial dengan degree paling banyak 1 dan p1 adalah ruang vektor, lalu kita punya f(x) = 2x ∈ p1. maka solusi dari f(x) tersebut merupakan himpunan vektor di ruang 2 dimensi. misalkan kita tulis vektor anggota dari solusi f(x) tersebut sebagai u = (x, f(x)) dengan x anggota domain f.
jadi sampai disini saya masih berasumsi bahwa jika kita punya  pn yaitu himpunan semua polynomial dengan degree paling banyak n dan pn adalah ruang vektor, maka dimensi dari pn adalah adalah n+1.
",C2
"btw, bagaimana juga cara menentukan arah f(x) ∈ pn ya? hehe 😅",C1
"izinkan saya untuk menjawab secara singkat pertanyaan dari aulia. bagaimana juga cara menentukan arah f(x) ∈ pn ya? jawabannya adalah jangan. akan sangat sulit untuk memandang fungsi polinomial dengan degree lebih dari 3 (karena saat ini kita hidup dalam dunia dimensi 3). oleh karena itu, kita sebaiknya tidak memandang vektor dalam ruang vektor yang kompleks sebagai representasi geometrinya tetapi lebih ke suatu objek abstrak.

berikut adalah representasi untuk r4, dapat dibayangkan bukan sulitnya membuat representasi untuk r7. apalagi untuk menentukan arahnya.
",C2
"halo aulia (saya sendiri), 😃
ternyata ada sedikit kesalahan ya, hehe. seharusnya, untuk f(x) = 2x ∈ p1. maka dia bisa ditulis sebagai (0, 2) ∈ r2.
",C2
"salah satu hal baru yang saya pelajari dari sesi ini adalah bahwa ternyata polinomial bisa dinyatakan sebagai sebuah vektor pada rn, jadi semacam bisa ditranslasi dari himpunan pn ke rn. selain itu, hal baru yang saya dapatkan adalah bahwa kita bisa melihat bilangan riil sebagai skalar maupun sebagai vektor (jujur ini agak mindblowing sih).",C3
"hal yang masih saya bingungkan adalah mengenai hal yang sempat saya sebutkan sebelumnya di atas. mengapa representasi polinom tadi dapat diubah ke vektor pada rn, dan ternyata cara merubahnya sangat sederhana, yakni dengan melihat konstanta dan koefisien dari polinom tersebut (ini juga bingung bangettt  ).",C1
"terima kasih banyak pada bu kasiyah dan bu lia atas sesi sinkronus yang sangat keren hari ini, walaupun belum selesai, tapi saya sudah mendapat banyak sekali ilmu baru dari sini.",C0
"pada kesempatan kali ini, izinkan saya menuliskan refleksi saya terkait pembelajaran rvu sejauh ini ya.
💜sebelumnya saya hanya memahami vektor sebagai besaran yang punya nilai dan arah. namun sekarang pemahamanya semakin lengkap. vektor adalah elemen ruang vektor yang memenuhi 10 aksioma ruang vektor dan berlaku padanya operasi penjumlahan dan perkalian skalar.
💜yang saya rasakan dalam pembelajaran kali ini adalah, bingunggggg *pada awalnya😅. saya juga sempat ""hilang semangat"" saat menemui kesulitan dan hampir putus asa. namun, saya sangat terkesan pada saat ada salah satu anggota kelompok kami yang mengingatkan kami semua untuk mencoba sampaikan saja diskusinya. bahkan, beliau juga mengirimkan sebuah referensi sehingga saya merasa jadi terbantu. saya sangat berterima kasih atas kepedulian teman-teman. dengan adanya diskusi ini, saya jadi terpacu untuk terus mencari tahu dan tidak merasa sendiri juga saat merasa kebingungan. karena kita ada satu sama lain. namun tentu, kesibukan akhir-akhir ini menjadi tantangan sendiri ya untuk terus istiqomah di dalam forum ini. 
",C3
"saya masih penasaran dengan pertanyaan saya yang terakhir, yaitu bagaimana ya cara menentukan arah vektor pada ruang vektor p6?",C1
"pada kesempatan kali ini saya mau sharing tentang apa yang sudah dipelajari selama fgd hingga penjelasan tadi di kelas sinkronus nihh. setelah mendapatkan pencerahan di kelas barusan, saya akhirnya mantap untuk menyimpulkan bahwa vektor merupakan elemen pada ruang vektor, yang mana ruang vektor adalah himpunan tidak kosong yang didalamnya didefinisikan penjumlahan antarvektor dan perkalian vektor dengan skalar sehingga memenuhi 10 aksioma ruang vektor. hal ini sangat jauh berbeda dengan pemahaman saya sebelumnya yang hanya memandang vektor sebagai garis panah yang memiliki besaran dan arah. saya senang sekali akhirnya dapat merevisi total pemahaman saya mengenai vektor yang sudah saya kenal sejak sma ini  .",C3
"pada sesi sinkronus pagi ini, saya belajar hal baru loh teman-teman. salah satunya adalah fakta bahwa r0 dan r1 termasuk ruang vektor juga.

r1 disebut sebagai ruang vektor karena himpunan tersebut terdiri dari operasi penjumlahan antar anggotanya dan perkalian skalar dengan anggotanya serta memenuhi 10 aksioma. karena r adalah sebuah ruang vektor, maka himpunan bilangan riil adalah ruang vektor juga. hal ini berarti, (jeng-jeng) semua bilangan skalar yang kita ketahui adalah vektor juga loh guys! fakta ini cukup mengejutkan bagi kita yang selalu belajar bahwa vektor adalah besaran yang memiliki nilai dan arah. kita tidak pernah memandang angka 25 sebagai besaran yang memiliki arah bukan.

selain itu r0 juga ternyata merupakan sebuah ruang vektor. 
",C3
"banyak sekali ilmu - ilmu baru yang saya dapatkan dalam forum grup discussion ini  , ternyata masih banyak yang tidak saya ketahui tentang ruas garis berarah ini a.k.a vektor. sebuah barisan bilangan real bisa saja merupakan sebuah vektor walaupun tidak bisa digambarkan secara geometris, pembuktiannya adalah melalui 10 aksioma ruang vaktor yang sudah kita ketahui bersama.",C3
"namun, masih ada pertanyaan yang mengganjal dipikiran saya nih yaitu, mengapa atau bagaimana 10 aksioma ruang vektor dapat membuktikan bahwa sebuah himpunan adalah ruang vektor?  ",C1
"banyak sekali ilmu yang saya garap bersama dengan teman-teman pengenlulusalin dalam forum diskusi ini. sebelumnya, gambaran saya tentang vektor hanyalah sebuah besaran yang punya nilai dan arah (ruas garis berarah). namun, setelah berdiskusi dan belajar di sesi sinkronus, saya sudah mencapai kesimpulan dan lebih memahami apa itu vektor. vektor adalah himpunan tak kosong yang merupakan elemen dari ruang vektor, yang dilengkapi dengan dua operasi dalam himpunan tersebut, yaitu operasi penjumlahan vektor-vektor dan operasi perkalian vektor dengan skalar, serta memenuhi 10 aksioma ruang vektor.
banyak suka duka yang saya rasakan selama pembelajaran ini, seperti bingung akan konsep dasarnya dan pusing harus mencari sumber materi apa lagi yang relevan. namun, di balik duka tersebut juga ada sukanya, seperti saya merasa sangat senang ketika akhirnya diskusi kelompok ini sampai kepada kesimpulan. saya juga senang karena teman-teman pengenlulusalin mau berbagi pemahaman satu sama lain.
",C4
"yang ingin saya sampaikan pada saat ini adalah rangkuman dari awal hingga akhir diskusi, beberapa pengetahuan baru yang saya pelajari, dan beberapa pembuktian yang mungkin belum ada di diskusi sebelumnya.

disclaimer:
this may contain a couple of mistakes. so please, correct me if i'm wrong. thank you. o((>ω< ))o

let's start from the basics, shall we?

pertanyaan
kalian diberi himpunan p6 himpunan semua polynomial dengan degree paling banyak 6. bagaimana memahami dan menjelaskan 2 + 3x - 2x3 + x5 - 5x6 sebagai vektor?
pembahasan
kita telah mendapatkan persamaan polynomial 2 + 3x - 2x3 + x5 - 5x6. untuk mengetahui degreenya, kita dapat melihat bahwa pangkat tertinggi dari x yang koefisiennya tidak nol adalah 6, sehingga persamaan polynomial tersebut memiliki degree 6. mengingat degree dari persamaan tersebut tidak lebih dari 6, maka persamaan tersebut merupakan anggota himpunan p6.

syahdan putra adriatama pernah bersabda bahwa, jika p6 adalah sebuah ruang vektor, maka setiap anggota dalam himpunan tersebut adalah vektor. karena kita telah memastikan bahwa persamaan polynomial yang kita miliki merupakan anggota himpunan p6, kita perlu membuktikan bahwa himpunan p6 adalah ruang vektor untuk membuktikan bahwa persamaan polynomial tersebut adalah sebuah vektor. 
pertanyaannya adalah ruang vektor itu apaaaa 😱😱
yuk, kita belajar pelan-pelan.
mengkutip dari teman kita, aulia nur fadhilah, definisi dari ruang vektor adalah sebagai berikut:

""ruang vektor adalah himpunan tidak kosong yang berisi objek-objek yang dilengkapi dengan dua operasi di dalam himpunan tersebut, yaitu operasi penjumlahan objek-objek dan operasi perkalian objek dengan skalar, serta memenuhi 10 aksioma ruang vektor.""
 
dari definisi tersebut, kita dapat menarik beberapa poin penting yang membuat suatu himpunan dapat dikatakan ruang vektor:
1. bukan himpunan kosong
2. berisi objek-objek yang dilengkapi dua operasi (penjumalahan objek-objek dan perkalian objek dengan skalar)
3. memenuhi 10 aksioma ruang vektor

ayu kita buktikan satu-satu ketiga poin tersebut! 😤😤
1. bukan himpunan kosong ✔
himpunan kosong adalah himpunan yang tidak memiliki anggota. mengingat kita telah mengetahui bahwa himpunan p6 memiliki setidaknya satu anggota, yaitu persamaan 2 + 3x - 2x3 + x5 - 5x6, himpunan p6 bukanlah sebuah himpunan kosong. mudah sekali bukan? (abaikan saja tulisan ini) 🤡

2. berisi objek-objek yang dilengkapi dua operasi (penjumalahan objek-objek dan perkalian objek dengan skalar) ✔
untuk membuktikan hal ini cukup rumit, akan tetapi saya belajar banyak dari postingan rakha rayhan nusyura pada diskusi kali ini.

misalnya kita memiliki:
u: u(x) = p0x0 + p1x1 + p2x2 + p3x3 + p4x4 + p5x5 + p6x6 , pi anggota bil. r
v: v(x) = q0x0 + q1x1 + q2x2 + q3x3 + q4x4 + q5x5 + q6x6 , qi anggota bil. r
dimana p dan q merupakan anggota himpunan p6.

penjumlan antar objek
u+v =
(p0+q0)+(p1+q1)x1+(p2+q2)x2+(p3+q3)x3+(p4+q4)x4+(p5+q5)x5+(p6+q6)x6
perkalian objek dengan bilangan skalar
ku =
 (kp0)+(kp1)x1+(kp2)x2+(kp3)x3+(kp4)x4+(k5)x5+(kp6)x6
dapat dilihat bahwa hasil penjumlahan antara p dan q serta perkalian bilangan skalar dengan p atau q menghasilkan sebuah persamaan polynomial ber-degree 6 yang merupakan anggota himpunan p6 juga. dapat ditarik kesimpulan bahwa, himpunan p6 bersifat tertutup atau memenuhi syarat nomor dua.
3. memenuhi 10 aksioma ruang vektor (here comes the big boss) 😎
i know what's going on in your mind right now...
aksioma itu apaan sihhh 🙃

yuk semangat yuk pelan-pelan pasti bisa..

secara mudahnya, aksioma adalah suatu pernyataan yang kita terima sebagai sebuah kebeneraan tanpa perlu adanya pembuktian, atau dengan kata lain sebuah ketentuan yang pasti atau mutlak kebenarannya.

kak ferdos, aulia, dan jeremy telah menjelaskan beberapa bagian dari aksioma yang ada pada ruang vektor.

aksioma pada ruang vektor ada 6 yang dapat dirangkum menjadi 10 poin, yaitu:
1. tertutup ✔
untuk semua u, v ∈ v dan skalar k, maka u + v ∈ v dan ku ∈ v.
hal ini telah kita buktikan benar pada nomor dua tadi (yey). 🥳
2. komutatif ✔
untuk semua u, v ∈ v, maka u + v = v + u.
pembuktian (kita menggunakan definisi u dan v pada nomor dua)
u + v = (p0+q0) + (p1+q1)x + (p2+q2)x2 + (p3+q3)x3 + (p4+q4)x4 + (p5+q5)x5 + (p6+q6)x6
v + u = (q0+p0) + (q1+p1)x + (q2+p2)x2 + (q3+p3)x3 + (q4+p4)x4 + (q5+p5)x5 + (q6+p6)x6
dapat dilihat bahwa terbukti  u + v = v + u.
3.  u + (v + w) = (u + v) + w ✔
pembuktian (kita menggunakan definisi u dan v pada nomor dua)
w: w(x) = r0x0 + r1x1 + r2x2 + r3x3 + r4x4 + r5x5 + r6x6 , ri anggota bil. r

u + (v + w) =
(p0+(q0+r0)) + (p1+(q1+r1))x + (p2+(q2+r2))x2 + (p3+(q3+r3))x3 + (p4+(q4+r4))x4 + (p5+(q5+r5))x5 + (p6+(q6+r6))x6
(u + v) + w =
((p0+q0)+r0) + ((p1+q1)+r1)x + ((p2+q2)+r2)x2 + ((p3+q3)+r3)x3 + ((p4+q4)+r4)x4 + ((p5+q5)+r5)x5 + ((p6+q6)+r6)x6
mengingat penjumlahan bersifat asosiatif, tentu saja u + (v + w) = (u + v) + w terbukti. hal ini sama halnya dengan sifat asosiatif fungsi dimana
((f + g) + h)(x) =(f + (g + h))(x)
pembuktian
((f + g) + h)(x) = (f + g)(x) + h(x) = (f(x) + g(x)) + h(x)
= (f(x) + (g(x) + h(x)) = (f + (g + h))(x)
4. sebuah objek 0 di v disebut sebuah vektor nol untuk v, sedemikian sehingga 0 + u = u + 0 = u, untuk semua u di v. ✔
pembuktiannya telah dilakukan oleh kak ferdos, dengan contoh sebagai berikut:
(2 + 3x - 2 x3 + x5 - 5 x6) + 0 = 2 + 3x - 2 x3 + x5 - 5 x6
5. untuk setiap u di v, maka ada -u di v, yang disebut negatif dari u, sedemikian sehingga u + (-u) = (-u) + u = 0 ✔

kak ferdos juga telah membuktikan pernyataan ini pada contoh berikut:
2 + 3x - 2 x3 + x5 - 5 x6 + -(2 + 3x - 2 x3 + x5 - 5 x6) = 
-(2 + 3x - 2 x3 + x5 - 5 x6) + 2 + 3x - 2 x3 + x5 - 5 x6 = 0 

dapat kita lihat bahwa -(2 + 3x - 2 x3 + x5 - 5 x6) juga merupakan sebuah polynomial ber-degree 6 oleh karena itu tetap termasuk anggot himpunan p6.
6.  jika k adalah sembarang skalar dan u adalah sembarang objek di v, maka k.u ada di v ✔
kita telah membuktikan poin ini pada operasi perkalian skalar dengan vektor pada pembuktian nomor dua.
7. k(u + v) = k.u + k.v, dengan k adalah sembarang skalar ✔
pembuktian (kita menggunakan definisi u dan v pada nomor dua)
k(u + v) =
k((p0+q0) + (p1+q1)x + (p2+q2)x2 + (p3+q3)x3 + (p4+q4)x4 + (p5+q5)x5 + (p6+q6)x6)
(k(p0+q0)) + (k(p1+q1))x + (k(p2+q2))x2 + (k(p3+q3))x3 + (k(p4+q4))x4 + (k(p5+q5))x5 + (k(p6+q6))x6 =
(kp0+kq0) + (kp1+kq1)x + (kp2+kq2)x2 + (kp3+kq3)x3 + (kp4+kq4)x4 + (kp5+kq5)x5 + (kp6+kq6)x6
k.u =
(kp0)+(kp1)x1+(kp2)x2+(kp3)x3+(kp4)x4+(kp5)x5+(kp6)x6
k.v =
(kq0)+(kq1)x1+(kq2)x2+(kq3)x3+(kq4)x4+(kq5)x5+(kq6)x6

k.u + k.
dengan demikian, kita dapat menarik kesimpulan bahwa k(u + v) = k.u + k.v, dengan k adalah sembarang skalar.

",C4
"sebagai hasil dari diskusi kelompok kami, berikut kami lampirkan dokumen rangkuman dan ringkasan terkait pembahasan dalam memahami 2 + 3x - 2 x3 + x5 - 5 x6 sebagai vektor dimana himpunan p6 himpunan semua polynomial dengan degree paling banyak 6.",C4
"berikut ini pemicu yang menarik untuk kalian diskusikan: kalian diberi himpunan semua barisan tak hingga. bagaimanakah memahami dan menjelaskan barisan 1, 2, 4, 5, 7, … sebagai vektor?",C1
"saya ingin mencoba memberikan pendapat saya mengenai topik yang diberikan oleh bu kasiyah.
 
jika kita mempunya suatu barisan tak hingga {an}∞ dan {bn}∞ dan suatu skalar riil k, maka k *  {an}∞ = k * a0, k * a1, k * a2, ...   dan juga {an}∞ + {bn}∞ = {an + bn}∞ = a0 + b0, a1 + b1, a2 + b2, .... jika kita perhatikan, sifat-sifat ini mirip sekali dengan sifat-sifat vektor. vektor a + b = (a0 + b0, a1 + b1, a2 + b2, ..., an + bn) untuk suatu dimensi n. 

jadi jika kita mempunyai suatu barisan tak hingga 1, 2, 4, 5, 7, …, menurut saya, kita dapat memandangnya sebagai suatu vektor dengan dimensi tak hingga. misalnya kita definisikan suatu vektor berdimensi tak hingga a untuk mererpesentasikan barisan tersebut. maka, menurut saya barisan tersebut sangat mirip dengan vektor a = (1, 2, 4, 5, 7, ...). sebab jika kita menjumlahkan baris tak hingga tersebut dengan barisan tak hingga lainnya (sebut saja barisan b), serta kita menjumlahkan vektor a dengan vektor lain yang merepresentasikan barisan tak hingga b, maka hasilnya akan sama saja antara kedua penjumlahan tersebut. begitu pula jika kita mengalikan dengan sembarang bilangan skalar. 
",C2
bagaimana menurut teman-teman? ,C1
"saya sangat setuju dengan pendapat noel bahwa suatu barisan tak hingga dapat dikatakan sebagai suatu vektor dimensi tak hingga.
saya ingin menguatkan pendapat noel dengan teori vektor dimensi tak hingga dengan permisalan v merupakan suatu ruang vektor di dalam bidang f. untuk setiap bilangan natural n, akan ada satu set n vektor linear bebas {v1, v2, v3, ..., vn) dari v jika dan hanya jika v adalah vektor dimensi tak hingga. hal ini dibuktikan dengan :
• misal apabila untuk setiap bilangan positif n terdapat satu set n vektor linear bebas {v1, v2, v3, .., vn} dari v dan un adalah rentang linear (v1, v2, v3, ..., vn). melalui permisalan tersebut, kita dapat menyimpulkan bahwa un adalah subruang dari v.
• untuk setiap n∈n kita memiliki sebuah sub ruang un v dalam rentang srt n vektor linear bebas {v1,v2,v3,...,vn}
• apabila v adalah dimensi berhingga dan memiliki rentang n vektor, maka sub rentang un+1 juga akan memiliki rentang n+1 vektor linear tak hingga. hal ini kontradiksi dengan asumsi awal, yaitu {v1,v2,v3,...,vn} adalah linear tak hingga. oleh karena itu, v adalah dimensi tak hingga.
",C3
"wahh, pembuktian yang sangat menarik. terima kasih banyak salsa karena sudah mendukung dan melengkapi dengan pembuktian yang sangat baik. ",C0
bagaimana kalau pendapat teman-teman yang lain? ,C1
"saya sependapat dengan nuel yang menjelaskan bahwa barisan tak hingga 1,2,4,5,7,... dapat direpresentasikan dengan vektor a={1,2,4,5,7,...} dengan dimensi yang tak hingga karena kita tidak dapat mencari basis untuk ruang vektor yang berdimensi tak hingga. hal tersebut juga karena tidak mungkin kita mendapatkan s yang bebas linier karena semua bilangan tersebut adalah positif. 
",C3
"saya akan memberikan sedikit penjelasan dan pendapat saya terkait pertanyaan ini. menurut definisi, suatu ruang vektor 𝑉 berdimensi hingga jika 𝑉 ruang vektor {0} atau 𝑉 mempunyai basis berhingga. selain itu disebut ruang vektor berdimensi tak hingga. sebelum dijelaskan lebih lanjut, kita perlu mengetahui apa itu basis. 
andaikan v adalah sembarang ruang vektor dan s = {u1, u2, u3, ..., un} adalah himpunan berhingga vektor-vektor pada v, s dikatakan basis untuk ruang v jika:
• s bebas linier
• s membangun v
",C2
teman-teman lain apakah memiliki pendapat juga?,C1
"saya sependapat dengan teman-teman sebelumnya bahwa barisan tak hingga (1,2,4,5,7,..) dapat dilihat sebagai vektor {1,2,4,5,7..} dengan dimensi tak hingga. saya takjub dengan penjelasan teman-teman lain karena begitu banyak istilah yang saya belum ketahui sebelumnya seperti basis vektor, subruang vektor, dan istilah linier bebas. namun, setelah mencari informasi dari beberapa sumber dari internet, akhirnya saya lebih paham. mungkin buat teman-teman yang lain misal belum mengerti apa itu basis vektor, saya bisa sedikit jelaskan  . setiap sistem pembentuk yang bebas linier disebut basis dari ruang vektor tersebut. dengan kata lain, setiap himpunan n vektor {u1,u2,……un} yang bebas linier dari ruang vektor berdimensi n disebut basis dari ruang vektor tersebut. misalkan  s = {v1,v2,...,vn} adalah himpunan yang terdiri dari dua atau lebih vektor dalam ruang vektor . himpunan s disebut bebas linear, jika tidak ada vektor pada s yang dapat dinyatakan sebagai kombinasi linear dari vektor-vektor lainnya. himpunan yang tidak bebas linear disebut bergantung linear.",C3
"saya setuju dengan pembuktian yang dilakukan taufik dan salsa. karena kita tidak bisa mencari basis dari vektor {1,2,4,5,7,...} sehingga vektor tersebut merupakan vektor berdimensi tak hingga. ",C3
"saya sebenarnya hanya ingin memaparkan secara singkat terkait penjelasan teman-teman terhadap pemicu ini.
setiap barisan yang memiliki nilai pasti memiliki vektor, baik itu barisan berhingga maupun barisan tak berhingga. dari penjelasan immanuel, ia memisalkan 2 barisan tak hingga dengan suatu skalar yang menghasilkan sifat yang mirip dengan vektor dimensi n. dari penjelasan salsa, ia menguatkan pendapat immanuel dengan memisalkan suatu ruang vektor dalam bidang f. dari penjelasan taufik, ia menjelaskan tentang basis yang tentunya berhubungan dengan apa yang dijelaskan oleh teman-teman sebelumnya. dari penjelasan yahya, ia menjelaskan dengan lebih rinci terkait basis dari penjelasan taufik.
saya sudah cukup setuju terkait apa yang dijelaskan teman-teman. ",C3
"sebelumnya, jawaban yang diberikan nuel, salsa, taufik, yahya, dan kenzie sudah tersampaikan dengan sangat baik, terima kasih teman-teman  .",C0
"penjelasan dari nuel yang menerangkan konsep barisan tak hingga dengan salah satu sifat vektor untuk menjawab pertanyaan diatas sangat baik, saya setuju dengan kesimpulan yang diberikan nuel. jawaban dari salsa dengan menerangkan konsep ruang vektor sangat diuraikan dengan jelas. tambahan dari taufik tentang apa yang dijelaskan salsa membuat titik terang pemahaman saya tentang ruang vektor semakin dalam. penjelasan rincian dari yahya juga membuat saya mengetahui istilah-istilah yang terdengar baru seperti basis, bebas linear, dsb.",C3
beberapa langkah lagi kalian menemukan jawaban. ayoo semangaaat.,C0
"dari penjelasan nuel saya simpulkan bahwa 2 baris bilangan tak hingga pun memiliki karakteristik operasi yang sama dengan vektor yaitu pada pertambahan dan perkalian.
dari penjelasan nuel saya teringat akan aksioma ruang vektor yang saya temukan pada buku anton dan rorres. sayapun menemukan bahwa baris bilangan tak hingga memenuhi aksioma ruang vektor, diantara aksioma tersebut adalah (buku anton dan rorres hal. 184):
(1) jika u dan v adalah objek pada set v maka u+v pasti ada pada v
(2) jika k adalah sembarang skalar dan u adalah sembarang objek pada v, maka ku pasti ada dalam v
",C3
mungkin saya ingin meminta pendapat teman-teman apakah kiranya aksioma ini dapat kita gunakan dalam pembuktian? mohon koreksi saya jika saya ada salah paham dalam pendapat saya ini  . dan jika berkenan bisakah teman-teman sharing referensi lebih lanjut dalam memahami penjelasan taufik dan salsa? saya masih sedang berusaha memahami  ,C1
ayo dilanjutkan yang sudah disampaikan retadha ,C0
"saya ingin menuliskan 10 aksioma ruang vektor berikut  .
 
v disebut ruang vektor jika dipenuhi 10 (sepuluh) aksioma berikut:
1. jika u, v ∈ v maka (u + v) ∈ v
2. u + v = v + u
3. u + ( v + w ) = ( u + v ) + w
4. ada vektor nol 0 ∈ v sedemikian sehingga 0 + u = u + 0 = u
5. untuk tiap u ∈ v, ada vektor –u ∈ v yang dinamakan negatif u sedemikian sehingga u + (– u) = (– u) + u = 0
6. jika k adalah skalar dan u ∈ v, maka ku ∈ v
7. k (u + v) = ku + kv
8. (k+m)u = ku + mu
9. k(mu) = (km) u
10. 1u = u 
",C2
"saya salsa izin mencoba membuktikan bahwa aksioma dipenuhi di barisan tak hingga. saya sertakan dalam bentuk foto ya  

sekian pembuktian dari saya. mohon maaf dan mohon ditanggapi ya apabila ada kesalahan. terima kasih 
",C3
"aksioma yang diberikan taufik sudah ok, hanya notasi vektor (dengan huruf tebal) dan slkalar perlu dibedakan.
ingat barisan tak hingga tidak mempunyai elemen terakhir, ditulis 
u1, u2, u3, u4, ......  atau ditulis {un}
contoh: 1,2, 1, 2, 11, 12, .....
 
bukan: {u1, u2, u3, u4, ...... } apalagi ada elemen terakhir un
 
",C3
saya ingin mencoba membuktikan pernyataan 1 sampai 5 yang telah disampaikan oleh taufik. berikut ini saya lampirkan hasil pembuktian saya beserta sedikit kesimpulan. ,C3
"terima kasih atas insight yang telah diberikan oleh yahya,taufik, dan salsa. ",C0
mungkin teman-teman ada yang mau melanjutkan pembuktiannya dari 6 sampai 10? 😃,C1
saya juga ingin mencoba melampirkan pembuktian saya terkait poin no 7 dan 8. mohon maaf apabila ada kesalahan dalam pembuktian saya. ,C3
pembuktian yang diselesaikan oleh nuel dan kenzie pada aksioma 1-8 sangat baik. saya ingin melampirkan usaha saya dalam membuktikan aksioma 9 dan 10 big grin.,C3
"menurut saya, tidak semua barisan tak hingga merupakan ruang vektor. untuk dapat dijadikan sebagai ruang vektor, maka barisan tersebut harus memenuhi kesepuluh aksioma ruang vektor. adapun contoh untuk barisan tak hingga yang bukan ruang vektor adalah barisan tak hingga bilangan bulat karena barisan tersebut melanggar salah satu aksioma, yaitu aksioma nomor 6 yang menyatakan  jika k adalah skalar dan u ∈ v, maka ku ∈ v. misalnya k adalah desimal, maka ku juga akan desimal sehingga ku bukan ∈ v (ku bukan bilangan bulat). adapun contoh barisan tak hinnga yang merupakan ruang vektor adalah barisan tak hingga bilangan riil seperti yang sudah dibuktin oleh immanuel  . ",C3
"izinkan saya menanggapi pembuktian nomor 6.

menurut saya, pembuktian yang diberikan oleh saudara taufik sudah cukup membuktikan. tentunya bila bilangan yang dikalikan sama-sama bilangan bulat, tentunya menghasilkan bilangan bulat pula. sebaliknya, bila k desimal (bukan bilangan bulat), maka hasilnya juga akan desimal.
",C3
saya setuju bahwa contoh barisan tak hingga yang merupakan ruang vektor adalah barisan tak hingga bilangan riil. ,C2
"melihat penjelasan tambahan dari taufik, saya hampir melupakan bahwa bilangan skalar dapat berupa bilangan desimal. saya mengira bahwa bilangan skalar hanya boleh diberi dengan bilangan desimal. terima kasih teman-teman. ",C2
"setelah memahami 10 aksioma yang diberikan taufik dan pembuktian yang dilakukan teman - teman, saya sedikit menyimpulkan, bahwa tidak semua barisan tak hingga bisa kita pandang sebagai vektor. barisan tak hingga bisa kita pandang sebagai vektor apabila memenuhi 10 aksioma yang diberikan taufik.  sedikit yang saya ringkas dari 10 aksioma tersebut, suatu barisan bisa dipandang sebagai vektor  :

- jika suatu barisan dijumlahkan dengan barisan lain dan hasil penjumlahan barisan tersebut merupakan bagian suatu vektor barisan, maka barisan tersebut merupakan vektor.

- jika barisan tersebut merupakan bagian dari suatu vektor barisan lalu dikalikan dengan bilangan k dan hasilnya barisan bilangan riil maka hasil perkalian dengan skalar tersebut juga merupakan  bagian dari suatu vektor barisan,

- jika barisan tersebut merupakan bagian dari suatu vektor barisan, maka pasti ada vektor kebalikan barisan tersebut yang bila kedua vektor dijumlahkan akan menghasilkan vektor 0.

setelah memahami hal tersebut, saya semakin yakin jika barisan (1,2,4,7,...) bisa dipandang sebagai vektor karena mampu dibuktikan dengan 10 aksioma yang diberikan sebelumnya. dan pembuktian nuel yang pertama di forum ternyata telah membuktikan salah satu sifat aksioma pada barisan tak hingga (1,2,4,7,...).
",C4
"saya ingin menyampaikan apa yang sudah saya dapatkan dari hasil pembelajaran pada kelas pagi ini. seletah kelas tadi, saya sudah semakin paham tentang ruang vektor dan vektor. ternyata vektor adalah suatu bagian dari ruang vektor. lalu, ruang vektor adalah seperti suatu himpunan. suatu himpunan bisa dikatakan sebagai ruang vektor jika memenuhi keseluruhan 10 aksioma ruang vektor dan tidak boleh menawar (misalnya hanya 9 saja yang terpenuhi). ",C3
"sekarang kita sudah tahu bahwa vektor adalah segala elemen yang merupakan anggota elemen dari suatu himpunan, dimana himpunan ini memenuhi 10 aksioma mengenai perkalian dengan skalar dan penjumlahan. kita juga tahu bahwa ternyata riil jugalah merupakan suatu vektor, dan kita tahu bahwa riil bisa berupa vektor dan bisa juga berupa skalar. ",C3
"saya jadi penasaran, sebenarnya apa sih definisi dari skalar? :d  b",C1
bagaimana caranya kita mengetahui apakah suatu nilai/elemen suatu himpunan itu merupakan skalar atau bukan? ,C1
"apakah skalar juga didefisikan menggunakan suatu aksioma, sama seperti vektor? 😃",C1
